season,game_id,wl,fg_pct,fg2p_pct,fg3p_pct,freethrow_pct,off_rebounds,def_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,tot_points,home_away
2009,20901145,W,0.477,0.466666667,0.5,0.72,7,33,40,31,7,3,13,28,113,Away
2009,20901152,L,0.393,0.40625,0.35,0.913,8,23,31,16,6,7,8,19,94,Away
2009,20901163,W,0.561,0.575757576,0.5,0.889,7,32,39,33,11,1,17,23,116,Away
2009,20901194,L,0.402,0.383333333,0.438,0.762,8,31,39,19,9,1,11,22,104,Away
2009,20901200,W,0.506,0.483333333,0.571,0.788,8,35,43,25,6,8,15,20,120,Home
2009,20901214,L,0.381,0.409836066,0.304,0.821,6,29,35,20,11,4,14,19,94,Home
2009,20901229,W,0.5,0.551724138,0.4,0.71,9,31,40,22,10,4,8,18,122,Away
2010,21000015,W,0.554,0.597222222,0.4,0.846,14,31,45,25,5,7,13,30,132,Home
2010,21000029,W,0.531,0.50877193,0.583,0.529,9,37,46,32,8,7,18,25,109,Home
2010,21000043,L,0.404,0.449275362,0.25,0.462,15,27,42,27,11,4,17,26,83,Away
2010,21000063,W,0.413,0.403225806,0.433,0.765,19,29,48,26,11,8,20,23,115,Home
2010,21000078,W,0.376,0.417721519,0.143,0.591,21,31,52,16,11,3,17,23,85,Home
2010,21000091,L,0.429,0.491803279,0.261,0.826,15,31,46,19,6,2,14,22,97,Away
2010,21000097,W,0.527,0.586206897,0.313,0.813,11,31,42,19,13,7,21,26,109,Away
2010,21000113,W,0.528,0.53164557,0.5,0.719,9,27,36,23,13,3,14,33,122,Away
2010,21000119,L,0.411,0.444444444,0.304,0.714,18,21,39,20,9,4,19,16,90,Away
2010,21000137,L,0.341,0.3,0.455,0.6,11,31,42,18,10,4,17,23,72,Away
2010,21000149,W,0.424,0.432835821,0.389,0.815,14,30,44,22,13,5,13,25,101,Home
2010,21000181,L,0.516,0.507462687,0.542,0.706,10,23,33,24,7,2,10,25,119,Home
2010,21000194,L,0.352,0.408450704,0.15,0.846,23,20,43,16,10,5,17,17,89,Away
2010,21000201,L,0.402,0.475409836,0.231,0.813,10,28,38,16,9,5,10,21,89,Home
2010,21000217,L,0.467,0.521126761,0.263,0.667,11,27,38,14,10,2,11,35,101,Away
2010,21000232,L,0.488,0.5,0.45,0.87,13,31,44,28,9,5,17,26,111,Away
2010,21000238,W,0.506,0.459016393,0.667,0.706,6,26,32,26,16,3,11,23,104,Away
2010,21000260,L,0.471,0.52173913,0.278,0.611,10,34,44,20,5,4,16,18,98,Home
2010,21000274,L,0.5,0.5,0.5,0.588,7,24,31,27,11,3,15,21,101,Home
2010,21000297,L,0.452,0.479452055,0.35,0.857,18,26,44,20,6,5,17,27,109,Away
2010,21000312,L,0.467,0.457142857,0.5,0.462,13,31,44,24,10,4,19,20,100,Away
2010,21000322,L,0.451,0.423728814,0.522,0.727,13,32,45,24,6,2,22,15,94,Away
2010,21000340,L,0.373,0.389830508,0.333,0.667,16,25,41,24,9,2,15,17,84,Home
2010,21000359,L,0.395,0.375,0.44,0.645,18,28,46,18,8,1,19,23,95,Away
2010,21000366,W,0.506,0.509090909,0.5,0.613,12,31,43,21,9,3,19,20,108,Home
2010,21000399,L,0.444,0.46875,0.353,0.739,15,27,42,17,11,4,18,23,95,Away
2010,21000413,L,0.512,0.580645161,0.318,0.704,13,22,35,29,9,6,14,30,112,Home
2010,21000419,W,0.472,0.5,0.4,0.697,10,38,48,24,12,8,19,28,117,Away
2010,21000437,W,0.482,0.491803279,0.455,0.905,7,25,32,31,7,8,13,16,109,Home
2010,21000454,W,0.47,0.4,0.652,0.81,10,34,44,31,9,6,12,17,110,Home
2010,21000462,L,0.446,0.491525424,0.333,0.733,10,33,43,22,8,2,18,13,93,Away
2010,21000477,W,0.494,0.528301887,0.417,0.625,7,32,39,16,9,8,13,21,96,Away
2010,21000486,L,0.471,0.466666667,0.481,0.75,7,29,36,19,7,2,12,31,107,Away
2010,21000500,L,0.409,0.424242424,0.364,0.769,13,30,43,19,9,3,19,25,90,Away
2010,21000518,W,0.481,0.508196721,0.4,0.75,10,27,37,22,9,3,8,23,110,Away
2010,21000534,W,0.482,0.473684211,0.5,0.952,11,31,42,26,9,8,17,25,116,Home
2010,21000545,L,0.39,0.416666667,0.318,0.714,12,32,44,20,12,6,19,32,91,Away
2010,21000571,L,0.506,0.543859649,0.433,0.818,7,20,27,28,10,5,11,24,110,Home
2010,21000585,W,0.524,0.517857143,0.538,0.917,7,28,35,29,9,3,14,22,122,Home
2010,21000607,W,0.494,0.538461538,0.333,0.75,11,24,35,25,5,10,6,21,109,Home
2010,21000624,W,0.511,0.541666667,0.375,0.737,7,28,35,22,11,5,12,18,110,Home
2010,21000638,W,0.516,0.584415584,0.222,0.85,10,34,44,21,13,5,20,26,119,Home
2010,21000651,L,0.459,0.517241379,0.333,0.815,13,29,42,23,6,2,11,29,109,Away
2010,21000662,L,0.459,0.485714286,0.333,0.95,6,30,36,21,4,5,9,21,102,Home
2010,21000677,L,0.507,0.548387097,0.308,0.885,9,19,28,19,4,4,21,17,103,Home
2010,21000691,L,0.466,0.476190476,0.44,0.87,16,33,49,26,12,4,18,24,113,Home
2010,21000707,W,0.493,0.528301887,0.4,0.8,9,38,47,21,8,10,19,17,96,Home
2010,21000731,W,0.506,0.509433962,0.5,0.769,8,28,36,23,7,6,17,13,100,Home
2010,21000753,W,0.481,0.524590164,0.333,0.826,5,30,35,26,8,4,8,15,101,Home
2010,21000765,L,0.434,0.523076923,0.111,0.692,14,36,50,20,4,3,12,14,92,Home
2010,21000782,W,0.511,0.515625,0.5,0.667,12,30,42,30,12,2,14,21,116,Home
2010,21000784,L,0.4,0.428571429,0.3,0.588,9,23,32,19,11,6,13,15,88,Away
2010,21000811,W,0.434,0.473684211,0.304,0.778,20,27,47,28,8,1,9,20,100,Home
2010,21000823,W,0.506,0.5,0.526,0.824,10,22,32,25,8,5,14,23,102,Home
2010,21000834,W,0.545,0.586206897,0.421,0.682,7,27,34,17,9,4,17,27,107,Away
2010,21000845,L,0.393,0.430769231,0.263,0.786,11,24,35,18,11,8,11,19,93,Home
2010,21000870,L,0.371,0.402597403,0.167,0.846,17,17,34,21,11,8,16,14,79,Home
2010,21000882,L,0.458,0.484375,0.406,0.917,14,26,40,21,13,9,13,24,123,Away
2010,21000894,L,0.427,0.435483871,0.407,0.722,11,33,44,19,4,7,13,26,100,Away
2010,21000904,W,0.424,0.446153846,0.35,0.794,14,40,54,24,6,7,16,25,106,Away
2010,21000918,L,0.476,0.538461538,0.263,0.857,15,24,39,17,9,3,16,19,103,Away
2010,21000935,L,0.49,0.556962025,0.211,0.944,12,27,39,19,9,6,20,26,117,Away
2010,21000948,W,0.453,0.455882353,0.444,0.9,14,26,40,21,9,11,16,17,95,Away
2010,21000954,L,0.44,0.442857143,0.429,0.667,8,33,41,16,11,3,10,19,90,Away
2010,21000975,W,0.495,0.431034483,0.6,0.769,8,26,34,35,12,3,12,23,123,Home
2010,21000990,W,0.437,0.46969697,0.333,0.773,13,33,46,23,16,10,15,25,100,Home
2010,21000998,L,0.5,0.533333333,0.423,0.667,4,20,24,24,9,5,13,25,119,Away
2010,21001012,L,0.512,0.568965517,0.375,0.684,7,24,31,24,12,3,13,18,106,Home
2010,21001026,L,0.422,0.453125,0.316,0.778,16,35,51,16,6,4,21,23,97,Away
2010,21001042,L,0.351,0.385964912,0.25,0.7,6,33,39,16,7,4,18,19,73,Away
2010,21001049,L,0.452,0.492307692,0.316,0.778,12,33,45,16,7,3,17,19,96,Away
2010,21001062,L,0.511,0.519480519,0.467,0.611,13,29,42,25,6,5,12,27,112,Away
2010,21001079,W,0.614,0.621212121,0.588,0.813,7,33,40,33,12,5,10,22,138,Home
2010,21001093,W,0.474,0.478873239,0.458,0.684,15,29,44,26,5,7,11,19,114,Home
2010,21001103,L,0.423,0.423076923,0.423,0.882,8,34,42,25,9,5,13,23,114,Away
2010,21001112,L,0.47,0.532258065,0.286,0.636,13,28,41,19,3,9,14,18,91,Away
2010,21001136,W,0.449,0.49122807,0.333,0.917,7,36,43,22,4,6,14,21,99,Home
2010,21001160,W,0.5,0.515151515,0.438,0.864,14,33,47,16,8,5,11,19,108,Away
2010,21001173,W,0.387,0.426470588,0.28,0.842,18,32,50,23,10,2,11,18,95,Home
2010,21001200,L,0.416,0.455696203,0.273,0.722,19,24,43,27,13,7,10,22,103,Home
2010,21001210,L,0.444,0.415384615,0.52,0.857,9,28,37,20,5,6,12,24,111,Away
2010,21001227,W,0.511,0.538461538,0.435,0.667,9,32,41,33,15,7,12,21,110,Home
2011,21100005,L,0.39,0.442622951,0.238,0.708,17,31,48,17,4,8,16,32,86,Home
2011,21100017,W,0.468,0.516129032,0.267,0.742,7,29,36,22,16,5,10,19,99,Home
2011,21100032,W,0.455,0.475409836,0.375,0.667,11,36,47,20,12,4,16,17,92,Home
2011,21100056,L,0.382,0.416666667,0.235,0.583,16,32,48,20,7,2,16,22,79,Home
2011,21100066,L,0.5,0.527272727,0.412,0.6,7,29,36,27,6,3,17,24,91,Away
2011,21100091,L,0.463,0.466666667,0.45,0.632,5,32,37,18,9,6,10,20,95,Away
2011,21100109,L,0.494,0.53968254,0.286,0.526,10,24,34,19,9,1,20,28,90,Away
2011,21100119,L,0.414,0.431372549,0.368,0.917,10,32,42,19,3,3,17,23,87,Home
2011,21100142,W,0.4,0.426470588,0.333,0.867,18,34,52,23,14,9,20,26,111,Home
2011,21100158,L,0.524,0.559322034,0.435,0.684,6,32,38,27,7,2,14,36,109,Home
2011,21100171,L,0.417,0.46875,0.25,0.781,12,29,41,18,8,5,13,31,100,Away
2011,21100181,W,0.521,0.603448276,0.2,0.741,10,33,43,23,9,7,16,22,99,Away
2011,21100196,W,0.436,0.426666667,0.474,0.737,12,31,43,26,10,6,12,24,105,Away
2011,21100206,L,0.514,0.517857143,0.5,0.667,7,19,26,23,11,8,10,21,100,Away
2011,21100226,L,0.463,0.473684211,0.435,0.875,7,38,45,18,3,5,18,21,91,Home
2011,21100251,L,0.5,0.568627451,0.36,0.625,8,31,39,24,11,6,24,22,90,Home
2011,21100269,W,0.519,0.508474576,0.55,0.571,5,25,30,33,10,3,12,18,101,Home
2011,21100284,L,0.471,0.491525424,0.429,0.789,10,24,34,30,12,7,20,29,109,Home
2011,21100314,W,0.407,0.432835821,0.333,0.846,9,29,38,26,8,8,8,20,93,Home
2011,21100331,W,0.469,0.513888889,0.333,0.84,22,25,47,23,10,6,8,22,119,Home
2011,21100353,L,0.433,0.37704918,0.552,0.923,10,26,36,25,10,9,18,21,106,Away
2011,21100372,L,0.55,0.593220339,0.429,0.826,7,29,36,28,9,4,15,22,116,Home
2011,21100385,W,0.519,0.518518519,0.52,0.636,6,35,41,22,8,14,17,23,109,Away
2011,21100412,W,0.506,0.490909091,0.542,0.722,6,29,35,24,8,4,15,19,106,Home
2011,21100419,W,0.453,0.470588235,0.389,0.81,15,29,44,17,7,4,10,13,102,Home
2011,21100440,L,0.474,0.50877193,0.368,0.75,9,30,39,24,8,7,13,17,91,Home
2011,21100453,L,0.348,0.363636364,0.304,0.857,22,21,43,18,8,8,18,24,87,Away
2011,21100458,L,0.427,0.410714286,0.462,0.778,11,20,31,18,9,3,14,29,103,Away
2011,21100480,W,0.458,0.483333333,0.391,0.792,13,25,38,22,6,6,10,18,104,Home
2011,21100496,W,0.464,0.46875,0.45,0.864,13,27,40,19,6,4,8,18,106,Away
2011,21100504,L,0.341,0.412698413,0.136,0.708,19,26,45,15,8,9,16,25,78,Away
2011,21100516,W,0.41,0.464788732,0.083,0.941,9,44,53,20,7,9,11,18,85,Away
2011,21100532,L,0.402,0.4375,0.278,0.857,7,32,39,18,6,5,9,12,83,Away
2011,21100548,L,0.363,0.409836066,0.211,0.684,10,31,41,17,6,3,14,20,75,Away
2011,21100555,W,0.542,0.5,0.652,0.938,10,37,47,27,7,4,14,24,120,Away
2011,21100581,L,0.443,0.442622951,0.444,0.609,11,28,39,23,2,4,15,20,92,Home
2011,21100602,W,0.541,0.612244898,0.4,0.84,3,41,44,23,17,2,16,20,111,Home
2011,21100610,W,0.514,0.509090909,0.533,0.81,6,31,37,22,6,6,17,26,97,Away
2011,21100625,W,0.505,0.507462687,0.5,0.733,9,36,45,20,9,6,7,21,115,Away
2011,21100637,L,0.526,0.631578947,0.238,0.842,8,25,33,25,11,3,17,18,103,Home
2011,21100653,L,0.443,0.438596491,0.455,0.9,7,28,35,23,6,3,12,17,98,Home
2011,21100661,L,0.413,0.490909091,0.24,0.8,3,37,40,14,9,7,13,21,92,Away
2011,21100675,L,0.425,0.444444444,0.385,0.75,6,27,33,22,9,5,8,20,93,Home
2011,21100688,W,0.438,0.416666667,0.483,0.9,8,25,33,27,8,10,9,16,101,Away
2011,21100696,L,0.415,0.424242424,0.375,0.9,8,24,32,21,5,6,17,20,83,Away
2011,21100718,W,0.489,0.537313433,0.333,0.857,8,31,39,30,5,5,14,25,111,Home
2011,21100725,L,0.432,0.480769231,0.318,0.941,6,38,44,18,2,5,15,20,87,Away
2011,21100742,L,0.429,0.458333333,0.316,0.944,8,27,35,22,4,9,5,25,101,Home
2011,21100752,L,0.446,0.5,0.357,0.733,8,25,33,19,4,5,16,16,87,Home
2011,21100768,L,0.526,0.540983607,0.467,0.813,6,26,32,26,11,3,17,21,100,Home
2011,21100784,L,0.489,0.47826087,0.524,0.867,8,21,29,31,9,5,5,23,112,Away
2011,21100796,L,0.463,0.484375,0.389,0.688,9,32,41,18,8,4,14,16,94,Away
2011,21100806,W,0.477,0.528571429,0.25,0.688,8,29,37,24,11,8,12,17,97,Away
2011,21100824,L,0.453,0.46875,0.409,0.917,14,27,41,22,9,2,17,21,98,Away
2011,21100834,W,0.523,0.567164179,0.381,0.75,14,27,41,25,9,8,13,19,112,Home
2011,21100849,L,0.369,0.322033898,0.48,0.714,7,20,27,21,9,12,15,26,84,Away
2011,21100868,L,0.522,0.527027027,0.5,0.727,10,28,38,27,6,4,15,22,110,Away
2011,21100873,L,0.469,0.492063492,0.389,0.87,14,32,46,27,7,2,16,14,103,Home
2011,21100886,L,0.463,0.448979592,0.484,0.714,11,28,39,22,7,6,16,26,104,Away
2011,21100912,L,0.409,0.410958904,0.4,0.882,14,33,47,24,9,4,16,31,99,Home
2011,21100931,L,0.422,0.478873239,0.211,0.7,7,33,40,23,8,3,11,22,87,Home
2011,21100940,L,0.446,0.4375,0.474,0.524,7,28,35,23,10,5,10,21,94,Away
2011,21100948,L,0.493,0.543859649,0.313,0.864,8,28,36,17,6,5,18,16,96,Away
2011,21100957,W,0.446,0.473684211,0.313,0.6,11,34,45,18,6,7,9,17,93,Away
2011,21100970,L,0.418,0.415384615,0.429,0.692,9,28,37,18,6,6,15,19,81,Home
2011,21100990,L,0.517,0.544303797,0.25,0.75,8,34,42,25,8,5,16,14,101,Home
2012,21200010,W,0.384,0.405797101,0.294,0.696,17,32,49,19,9,3,18,20,87,Away
2012,21200026,L,0.45,0.433333333,0.5,0.706,9,27,36,21,5,5,19,24,94,Home
2012,21200036,W,0.488,0.544117647,0.25,0.718,16,32,48,22,7,2,14,34,114,Away
2012,21200048,L,0.397,0.438596491,0.286,0.857,7,31,38,21,5,2,13,17,92,Away
2012,21200065,W,0.538,0.616666667,0.278,0.739,7,37,44,28,11,4,17,22,106,Home
2012,21200080,L,0.337,0.360655738,0.28,0.6,13,34,47,12,5,3,19,25,77,Away
2012,21200089,L,0.382,0.38961039,0.36,0.609,13,41,54,23,11,5,14,26,101,Home
2012,21200118,W,0.465,0.528301887,0.278,0.84,10,34,44,23,7,1,23,22,92,Home
2012,21200126,W,0.506,0.585714286,0.133,0.692,17,33,50,21,3,5,16,26,106,Away
2012,21200143,L,0.524,0.575757576,0.313,0.818,8,27,35,23,8,4,13,18,109,Away
2012,21200151,W,0.407,0.417910448,0.375,0.733,19,43,62,19,10,2,21,24,105,Away
2012,21200170,W,0.533,0.55,0.467,0.789,12,31,43,24,3,1,16,17,102,Home
2012,21200179,L,0.438,0.444444444,0.412,0.778,8,37,45,22,8,5,14,30,91,Away
2012,21200190,W,0.423,0.473684211,0.286,0.828,13,35,48,18,1,3,13,25,96,Home
2012,21200221,W,0.512,0.529411765,0.444,0.769,9,34,43,29,10,5,16,22,106,Home
2012,21200242,W,0.475,0.483333333,0.45,0.947,11,30,41,22,5,3,17,22,103,Home
2012,21200250,L,0.457,0.46875,0.412,0.722,9,34,43,23,5,5,14,20,94,Home
2012,21200261,W,0.453,0.490196078,0.375,0.794,9,26,35,24,9,7,10,22,104,Away
2012,21200272,W,0.511,0.521126761,0.474,0.8,15,32,47,24,9,1,11,21,109,Away
2012,21200283,W,0.432,0.440677966,0.409,0.815,13,44,57,22,4,5,19,16,101,Away
2012,21200299,W,0.452,0.46875,0.4,0.87,14,32,46,28,9,4,17,26,104,Away
2012,21200314,W,0.463,0.5,0.375,0.857,8,33,41,20,9,2,15,14,97,Away
2012,21200330,L,0.37,0.375,0.35,0.909,16,33,49,19,5,2,12,15,85,Away
2012,21200337,W,0.495,0.52,0.417,0.875,10,44,54,32,10,3,11,25,115,Away
2012,21200365,W,0.436,0.466666667,0.333,0.853,16,28,44,25,8,2,14,15,103,Home
2012,21200375,L,0.5,0.5,0.5,0.88,14,28,42,21,4,6,12,27,127,Away
2012,21200389,W,0.518,0.517241379,0.519,0.813,12,36,48,31,4,9,11,24,115,Home
2012,21200398,L,0.447,0.486486486,0.345,0.867,15,32,47,26,13,5,19,22,115,Home
2012,21200420,W,0.402,0.375,0.5,0.95,9,34,43,19,10,6,10,18,94,Away
2012,21200436,W,0.425,0.428571429,0.412,0.808,9,43,52,20,5,3,18,19,96,Home
2012,21200447,W,0.521,0.481481481,0.632,0.813,5,41,46,21,8,10,19,22,101,Home
2012,21200475,W,0.5,0.491803279,0.522,0.864,13,40,53,29,11,4,21,27,115,Home
2012,21200498,L,0.444,0.519230769,0.25,0.769,5,25,30,19,4,8,16,17,89,Away
2012,21200526,L,0.465,0.481481481,0.412,0.7,6,32,38,23,8,2,15,21,87,Home
2012,21200540,W,0.477,0.492957746,0.4,0.833,8,39,47,28,10,5,11,16,103,Home
2012,21200553,L,0.518,0.508474576,0.542,0.75,6,33,39,28,3,5,18,24,105,Away
2012,21200579,L,0.363,0.382352941,0.25,0.778,11,41,52,17,5,2,21,21,75,Home
2012,21200590,L,0.429,0.470588235,0.25,0.857,7,35,42,23,4,2,9,21,88,Away
2012,21200596,W,0.494,0.509090909,0.455,0.857,10,23,33,25,10,1,14,19,116,Away
2012,21200610,W,0.52,0.509433962,0.545,0.889,6,33,39,25,4,2,17,21,106,Home
2012,21200628,W,0.44,0.508196721,0.261,0.889,11,29,40,20,10,3,15,21,104,Home
2012,21200636,L,0.346,0.389830508,0.211,0.879,10,27,37,12,6,5,11,19,87,Away
2012,21200647,L,0.419,0.4,0.464,1.0,12,38,50,25,8,4,16,25,102,Away
2012,21200659,W,0.535,0.563380282,0.4,0.8,13,36,49,22,4,8,14,19,114,Away
2012,21200666,W,0.536,0.5,0.688,0.7,7,32,39,31,8,9,14,23,108,Away
2012,21200683,W,0.429,0.453125,0.35,0.84,12,34,46,26,6,4,13,21,100,Home
2012,21200704,W,0.506,0.514285714,0.474,0.7,14,33,47,34,5,3,13,24,113,Home
2012,21200718,L,0.477,0.535211268,0.2,0.8,11,29,40,21,2,5,12,26,109,Away
2012,21200729,L,0.409,0.383561644,0.5,0.75,13,36,49,25,7,4,19,15,98,Away
2012,21200742,L,0.486,0.526315789,0.353,0.75,7,27,34,18,5,4,16,25,93,Away
2012,21200750,L,0.382,0.383561644,0.375,0.708,17,35,52,12,4,1,16,26,91,Away
2012,21200774,L,0.452,0.46875,0.4,0.742,8,38,46,25,6,6,13,22,107,Home
2012,21200795,L,0.47,0.515151515,0.294,0.75,13,29,42,17,5,3,14,22,101,Away
2012,21200808,W,0.483,0.47761194,0.5,0.824,13,31,44,29,6,6,10,16,108,Home
2012,21200822,W,0.415,0.465753425,0.238,0.8,9,48,57,25,6,5,13,23,107,Home
2012,21200832,W,0.457,0.46875,0.412,0.826,14,34,48,18,11,4,22,28,100,Away
2012,21200844,L,0.434,0.381818182,0.571,0.792,15,31,46,16,11,6,20,23,97,Away
2012,21200853,L,0.5,0.466666667,0.556,0.857,5,33,38,14,6,4,18,23,105,Away
2012,21200867,L,0.34,0.38028169,0.217,0.773,13,41,54,17,6,1,12,24,86,Away
2012,21200876,L,0.419,0.433333333,0.385,0.789,11,24,35,22,14,3,20,14,97,Away
2012,21200895,W,0.573,0.6,0.471,0.821,6,32,38,33,3,4,14,27,125,Home
2012,21200912,W,0.36,0.365384615,0.348,0.862,6,40,46,19,9,4,18,14,87,Home
2012,21200926,L,0.379,0.363636364,0.429,0.65,12,39,51,18,6,4,16,25,88,Home
2012,21200933,L,0.451,0.462686567,0.4,0.65,12,35,47,21,4,1,17,21,93,Home
2012,21200947,W,0.41,0.362068966,0.55,0.708,13,46,59,16,7,4,14,25,92,Home
2012,21200966,W,0.569,0.611111111,0.444,0.6,11,31,42,27,5,9,13,15,105,Home
2012,21200978,L,0.447,0.5,0.214,0.8,7,27,34,16,8,7,12,17,95,Home
2012,21200988,W,0.458,0.442857143,0.5,0.778,8,42,50,27,7,6,10,17,108,Away
2012,21201001,W,0.5,0.490196078,0.526,0.867,6,38,44,21,6,7,16,20,93,Away
2012,21201016,L,0.44,0.430555556,0.5,0.867,12,27,39,16,9,4,17,17,93,Away
2012,21201039,W,0.493,0.490909091,0.5,0.773,8,34,42,25,5,4,22,17,101,Home
2012,21201053,W,0.478,0.492537313,0.435,0.684,9,39,48,22,3,4,11,27,109,Home
2012,21201069,L,0.456,0.545454545,0.208,0.846,13,28,41,30,9,4,14,19,98,Home
2012,21201094,W,0.54,0.567164179,0.45,0.815,11,41,52,22,6,8,10,24,125,Home
2012,21201122,W,0.462,0.491525424,0.368,0.864,11,36,47,25,5,8,13,21,98,Home
2012,21201134,W,0.512,0.5,0.563,0.875,12,18,30,26,15,1,14,21,111,Away
2012,21201151,L,0.473,0.49122807,0.412,0.722,8,33,41,21,5,2,17,15,90,Home
2012,21201163,W,0.429,0.432835821,0.417,0.773,12,48,60,24,7,6,13,19,105,Home
2012,21201175,L,0.44,0.441176471,0.438,0.615,7,32,39,16,10,3,16,19,97,Home
2012,21201189,L,0.474,0.492957746,0.423,0.813,15,29,44,25,7,4,8,33,116,Away
2012,21201212,W,0.541,0.569230769,0.45,0.833,9,44,53,26,9,7,21,17,116,Home
2012,21201230,W,0.43,0.430555556,0.429,0.769,14,38,52,21,7,3,12,17,99,Away
2013,21300017,W,0.535,0.525423729,0.556,0.783,7,41,48,34,8,9,15,22,125,Home
2013,21300019,L,0.526,0.509090909,0.571,0.697,10,23,33,26,7,2,25,35,115,Away
2013,21300040,W,0.513,0.571428571,0.407,0.75,5,39,44,28,8,7,18,22,98,Home
2013,21300048,W,0.446,0.481481481,0.395,0.65,13,41,54,28,18,7,22,24,110,Away
2013,21300067,W,0.5,0.53125,0.4,0.7,9,40,49,23,12,11,21,29,106,Away
2013,21300082,L,0.408,0.411764706,0.4,0.8,6,39,45,16,7,4,20,20,74,Away
2013,21300091,L,0.423,0.479166667,0.333,0.538,9,24,33,17,8,3,18,24,90,Away
2013,21300109,W,0.6,0.62962963,0.5,0.808,10,33,43,28,5,3,23,25,113,Home
2013,21300124,W,0.479,0.436619718,0.609,0.857,9,22,31,26,12,5,7,22,116,Home
2013,21300145,W,0.513,0.542372881,0.429,0.786,10,32,42,24,7,5,16,19,102,Home
2013,21300154,W,0.405,0.350877193,0.545,0.733,14,43,57,17,5,6,14,16,98,Away
2013,21300173,L,0.439,0.484375,0.278,0.5,7,36,43,24,3,3,15,20,81,Home
2013,21300186,L,0.415,0.416666667,0.409,0.643,16,34,50,23,8,2,19,20,95,Away
2013,21300196,L,0.468,0.483333333,0.412,0.733,5,36,41,20,4,4,19,31,101,Home
2013,21300214,W,0.455,0.47826087,0.368,0.714,9,32,41,25,8,6,10,14,102,Away
2013,21300225,L,0.421,0.433962264,0.391,0.765,10,42,52,18,2,6,19,15,99,Away
2013,21300235,L,0.442,0.492753623,0.308,0.69,12,39,51,20,4,6,15,28,112,Away
2013,21300251,W,0.512,0.473684211,0.6,0.727,10,22,32,22,13,5,18,25,115,Away
2013,21300268,W,0.506,0.56,0.414,0.8,9,27,36,27,11,2,12,16,112,Home
2013,21300285,L,0.355,0.416666667,0.125,0.794,10,33,43,10,9,3,22,27,83,Away
2013,21300293,W,0.5,0.514285714,0.444,0.857,15,32,47,24,6,5,11,20,108,Away
2013,21300304,L,0.456,0.566037736,0.297,0.818,10,43,53,20,3,6,15,24,111,Away
2013,21300326,W,0.43,0.431034483,0.429,0.6,14,36,50,20,6,6,18,18,95,Home
2013,21300341,L,0.478,0.544117647,0.273,0.833,19,37,56,22,6,6,18,30,112,Home
2013,21300355,L,0.425,0.396551724,0.5,0.697,11,39,50,19,6,4,20,25,102,Away
2013,21300368,W,0.451,0.507042254,0.25,0.708,17,41,58,25,6,2,12,23,104,Home
2013,21300382,L,0.467,0.576271186,0.258,0.909,13,34,47,26,14,4,24,21,102,Home
2013,21300402,W,0.388,0.388059701,0.387,0.737,16,39,55,19,14,5,18,24,102,Home
2013,21300415,W,0.429,0.426470588,0.438,0.556,11,31,42,17,4,8,15,18,89,Away
2013,21300422,W,0.421,0.422535211,0.417,0.682,16,33,49,27,8,4,13,22,105,Home
2013,21300435,W,0.529,0.569230769,0.4,0.708,15,41,56,32,9,4,21,25,115,Home
2013,21300448,W,0.442,0.516129032,0.303,0.737,12,40,52,30,8,10,17,28,108,Away
2013,21300462,W,0.482,0.603448276,0.222,0.6,12,44,56,21,3,11,17,13,94,Away
2013,21300474,W,0.561,0.58490566,0.517,0.842,6,34,40,29,9,1,20,24,123,Away
2013,21300483,W,0.448,0.55,0.222,0.68,13,34,47,30,15,7,21,17,101,Away
2013,21300501,W,0.506,0.53968254,0.409,0.85,8,37,45,24,8,7,14,15,112,Away
2013,21300501,W,0.506,0.53968254,0.409,0.85,8,37,45,24,8,7,14,15,112,Away
2013,21300515,W,0.459,0.547169811,0.313,0.65,16,40,56,21,5,4,17,22,101,Away
2013,21300523,L,0.462,0.519230769,0.346,0.739,6,34,40,19,7,5,18,27,98,Away
2013,21300541,W,0.413,0.454545455,0.308,0.714,14,32,46,23,7,1,11,18,99,Home
2013,21300576,L,0.433,0.483870968,0.321,0.879,9,32,41,24,7,3,13,21,116,Home
2013,21300592,L,0.524,0.490909091,0.593,0.559,12,21,33,22,10,1,17,29,121,Away
2013,21300599,W,0.44,0.5,0.273,0.895,10,33,43,17,7,11,8,20,97,Away
2013,21300615,L,0.407,0.446428571,0.333,0.7,13,32,45,21,7,2,15,22,94,Home
2013,21300645,L,0.551,0.597014925,0.409,0.867,9,32,41,31,4,8,14,26,120,Home
2013,21300660,W,0.418,0.424242424,0.4,0.81,10,41,51,22,8,4,9,21,103,Home
2013,21300673,L,0.375,0.403508772,0.304,0.783,5,42,47,19,12,6,19,16,85,Home
2013,21300673,L,0.375,0.403508772,0.304,0.783,5,42,47,19,12,6,19,16,85,Home
2013,21300688,W,0.495,0.557142857,0.286,0.75,16,37,53,24,8,5,11,21,111,Home
2013,21300696,W,0.375,0.370967742,0.385,0.792,14,29,43,17,9,5,9,22,95,Away
2013,21300724,L,0.312,0.342465753,0.2,0.813,18,32,50,18,7,4,16,18,75,Home
2013,21300738,W,0.482,0.475409836,0.5,0.733,12,27,39,24,7,6,12,18,102,Home
2013,21300754,L,0.488,0.559322034,0.32,0.731,12,22,34,16,5,4,12,21,109,Away
2013,21300769,W,0.489,0.525423729,0.414,0.833,13,47,60,24,9,11,18,20,123,Home
