season,game_id,wl,fg_pct,fg2p_pct,fg3p_pct,freethrow_pct,off_rebounds,def_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,tot_points,home_away
2006,20600441,W,0.458,0.516666667,0.304,0.771,16,26,42,28,8,9,14,24,110,Home
2006,20600450,L,0.37,0.426229508,0.258,0.645,18,31,49,17,7,4,20,26,96,Away
2006,20600462,W,0.395,0.438596491,0.31,0.645,13,33,46,17,10,2,7,16,97,Away
2006,20600471,L,0.475,0.545454545,0.391,0.875,15,27,42,33,6,7,12,26,135,Away
2006,20600497,W,0.5,0.580645161,0.273,0.529,15,29,44,23,5,5,14,19,108,Home
2006,20600502,L,0.435,0.471428571,0.267,0.771,14,36,50,10,8,4,25,22,105,Away
2006,20600527,L,0.368,0.389830508,0.294,0.556,10,35,45,20,10,7,19,24,76,Home
2006,20600540,L,0.419,0.46875,0.273,0.545,12,28,40,22,10,3,13,18,96,Home
2006,20600562,W,0.424,0.478873239,0.238,0.676,20,34,54,24,13,4,16,23,108,Home
2006,20600578,L,0.418,0.408450704,0.45,0.727,12,32,44,19,12,5,14,27,109,Away
2006,20600601,L,0.398,0.385714286,0.429,0.667,11,34,45,29,16,6,19,24,104,Home
2006,20600614,L,0.477,0.528571429,0.278,0.7,10,26,36,19,18,6,20,29,103,Away
2006,20600631,W,0.464,0.586206897,0.192,0.771,11,26,37,25,9,5,14,25,110,Home
2006,20600654,W,0.557,0.548387097,0.588,0.75,10,32,42,31,16,9,15,25,131,Home
2006,20600669,L,0.408,0.517857143,0.1,0.846,10,25,35,14,5,8,20,28,97,Away
2006,20600676,L,0.438,0.534482759,0.067,0.707,9,22,31,22,12,4,12,22,94,Away
2006,20600689,W,0.465,0.486486486,0.333,0.72,12,29,41,19,10,5,15,24,102,Away
2006,20600700,L,0.419,0.492307692,0.19,0.667,16,33,49,13,6,5,18,18,90,Away
2006,20600715,W,0.435,0.382352941,0.647,0.848,11,46,57,16,10,7,25,25,113,Away
2006,20600732,L,0.37,0.418918919,0.231,0.813,14,28,42,24,10,8,12,16,93,Away
2006,20600748,W,0.427,0.423076923,0.44,0.649,20,35,55,31,8,9,13,30,123,Home
2006,20600763,L,0.464,0.5,0.333,0.75,14,30,44,22,4,4,17,23,105,Home
2006,20600766,L,0.53,0.620689655,0.32,0.75,9,25,34,29,7,8,18,21,111,Away
2006,20600787,W,0.6,0.627118644,0.524,0.619,9,32,41,29,8,8,18,22,120,Home
2006,20600810,W,0.46,0.532467532,0.217,0.75,12,34,46,25,15,7,17,22,118,Home
2006,20600826,L,0.439,0.466666667,0.364,0.667,7,28,35,25,10,7,19,26,90,Away
2006,20600838,L,0.43,0.52238806,0.105,0.429,13,31,44,16,7,8,15,20,85,Home
2006,20600853,L,0.467,0.529411765,0.273,0.55,13,30,43,27,9,5,15,19,101,Away
2006,20600860,L,0.402,0.483333333,0.182,0.684,12,28,40,15,7,5,24,25,83,Away
2006,20600871,L,0.449,0.439393939,0.478,0.4,11,27,38,19,5,5,11,27,97,Away
2006,20600888,L,0.442,0.47761194,0.357,0.8,17,35,52,22,5,4,20,27,106,Away
2006,20600897,W,0.545,0.603773585,0.417,0.85,8,37,45,24,12,3,21,22,111,Away
2006,20600916,W,0.441,0.423728814,0.471,0.857,13,37,50,31,10,9,17,25,110,Home
2006,20600926,W,0.451,0.484848485,0.313,0.769,17,31,48,17,5,6,18,26,99,Home
2006,20600942,L,0.373,0.413793103,0.28,0.818,15,28,43,17,9,3,17,18,87,Away
2006,20600947,W,0.571,0.642857143,0.381,0.7,5,23,28,31,13,6,15,26,117,Home
2006,20600978,W,0.488,0.528301887,0.407,0.944,7,31,38,27,10,3,19,30,106,Home
2006,20600987,W,0.442,0.467741935,0.375,0.824,11,33,44,21,15,3,20,24,99,Away
2006,20601003,L,0.45,0.423076923,0.5,0.824,10,20,30,21,7,1,14,28,100,Away
2006,20601030,W,0.583,0.661016949,0.4,0.794,9,27,36,34,13,1,20,25,135,Home
2006,20601044,L,0.433,0.5,0.314,0.75,10,23,33,30,12,2,8,29,113,Away
2006,20601053,L,0.371,0.417910448,0.227,0.72,10,23,33,19,7,4,13,23,89,Home
2006,20601071,W,0.52,0.567164179,0.419,0.643,11,33,44,29,8,4,14,23,124,Home
2006,20601093,W,0.517,0.566037736,0.444,0.667,9,32,41,39,8,12,11,26,122,Home
2006,20601115,W,0.439,0.425531915,0.457,0.815,8,27,35,24,14,4,11,23,110,Away
2006,20601127,W,0.5,0.625,0.333,0.8,7,27,34,29,12,3,23,28,116,Away
2006,20601137,L,0.426,0.467741935,0.344,0.571,12,22,34,17,4,4,11,28,99,Away
2006,20601156,W,0.553,0.5625,0.524,0.7,10,35,45,29,15,11,17,30,126,Home
2006,20601184,W,0.484,0.52238806,0.393,0.733,18,33,51,19,11,4,17,29,125,Away
2006,20601198,W,0.467,0.543859649,0.343,0.821,13,33,46,29,13,4,16,24,121,Home
2006,20601216,W,0.417,0.387096774,0.5,0.811,15,38,53,24,10,8,9,28,111,Home
2006,20601228,W,0.527,0.596774194,0.379,0.684,11,33,44,37,11,1,15,21,120,Away
2007,20700003,L,0.416,0.481481481,0.261,0.684,7,30,37,19,8,9,20,28,96,Home
2007,20700027,L,0.468,0.560606061,0.25,0.76,11,25,36,23,7,6,10,23,114,Away
2007,20700034,L,0.506,0.5625,0.419,0.708,11,19,30,23,10,3,21,25,110,Away
2007,20700053,L,0.429,0.462686567,0.333,0.692,9,34,43,22,4,4,12,19,104,Home
2007,20700065,L,0.494,0.515625,0.44,0.533,8,30,38,23,4,5,7,23,115,Home
2007,20700116,L,0.411,0.426229508,0.382,0.619,20,24,44,24,6,4,11,20,104,Home
2007,20700130,W,0.5,0.535211268,0.368,0.781,15,37,52,28,7,9,8,24,122,Home
2007,20700141,W,0.471,0.571428571,0.276,0.667,12,35,47,20,5,3,17,22,106,Away
2007,20700153,W,0.477,0.571428571,0.3,0.63,8,26,34,21,17,7,11,24,108,Away
2007,20700158,L,0.333,0.384615385,0.182,0.714,16,24,40,11,11,1,15,22,82,Away
2007,20700170,W,0.511,0.508474576,0.516,0.652,13,29,42,27,7,1,7,26,123,Away
2007,20700184,W,0.396,0.432835821,0.292,0.677,17,37,54,18,8,7,18,25,100,Away
2007,20700203,W,0.515,0.534246575,0.464,0.706,12,27,39,31,12,3,11,21,129,Home
2007,20700218,W,0.416,0.5,0.258,0.808,13,33,46,19,12,8,17,31,103,Away
2007,20700223,W,0.519,0.557377049,0.389,0.686,9,36,45,22,9,3,14,21,113,Home
2007,20700248,W,0.427,0.428571429,0.423,0.667,12,41,53,24,12,7,11,19,109,Away
2007,20700255,L,0.378,0.464788732,0.225,0.774,18,36,54,28,12,3,15,25,117,Home
2007,20700271,W,0.523,0.46875,0.682,0.938,10,31,41,29,16,6,17,21,120,Home
2007,20700285,W,0.415,0.435483871,0.375,0.857,17,23,40,21,9,1,8,21,120,Home
2007,20700300,L,0.463,0.580645161,0.242,0.773,16,32,48,25,6,5,17,26,113,Away
2007,20700313,W,0.392,0.442857143,0.259,0.722,19,27,46,22,14,4,10,23,96,Home
2007,20700323,L,0.402,0.423076923,0.371,0.923,14,29,43,23,7,4,15,25,95,Away
2007,20700338,W,0.444,0.430769231,0.48,0.8,11,32,43,19,11,4,15,28,108,Home
2007,20700350,L,0.418,0.473684211,0.273,0.652,13,19,32,23,6,2,17,19,87,Away
2007,20700358,W,0.534,0.625,0.292,0.8,13,39,52,24,10,1,15,28,125,Away
2007,20700373,W,0.488,0.491803279,0.478,0.818,9,31,40,24,8,3,13,16,111,Away
2007,20700392,L,0.386,0.444444444,0.24,0.84,15,24,39,16,6,1,16,27,95,Away
2007,20700402,W,0.521,0.543859649,0.438,0.88,5,35,40,18,7,2,18,16,105,Away
2007,20700418,W,0.422,0.508474576,0.258,0.808,13,30,43,26,11,10,18,24,105,Home
2007,20700433,L,0.423,0.441176471,0.389,0.783,19,24,43,29,5,5,8,22,120,Home
2007,20700445,W,0.435,0.490909091,0.333,0.75,8,34,42,26,13,8,16,30,105,Away
2007,20700452,W,0.46,0.509803922,0.389,0.857,15,32,47,22,11,3,21,26,112,Away
2007,20700466,L,0.418,0.410714286,0.435,0.719,11,24,35,16,3,4,10,23,99,Away
2007,20700483,L,0.532,0.62962963,0.304,0.556,9,26,35,26,3,3,13,16,104,Home
2007,20700499,W,0.516,0.55,0.452,0.88,10,34,44,25,6,4,11,25,130,Home
2007,20700518,L,0.393,0.45,0.276,0.813,14,29,43,15,7,2,15,19,91,Away
2007,20700532,W,0.516,0.557377049,0.438,0.75,10,32,42,33,9,9,15,27,116,Home
2007,20700545,W,0.418,0.507692308,0.242,0.571,16,34,50,21,13,2,15,21,106,Home
2007,20700559,W,0.444,0.456140351,0.417,0.767,6,28,34,21,9,7,12,23,105,Away
2007,20700565,L,0.429,0.5,0.314,0.757,10,25,35,28,18,4,11,31,117,Away
2007,20700582,W,0.461,0.5,0.379,0.813,15,28,43,24,10,3,14,30,119,Away
2007,20700589,W,0.544,0.6,0.417,0.92,8,28,36,25,13,4,16,21,119,Away
2007,20700603,L,0.435,0.509433962,0.313,0.727,13,32,45,21,11,3,11,21,108,Home
2007,20700624,W,0.506,0.561403509,0.385,0.871,6,34,40,25,10,8,12,27,121,Home
2007,20700650,W,0.435,0.517241379,0.259,0.714,15,33,48,21,6,4,15,21,106,Home
2007,20700661,L,0.42,0.431034483,0.4,0.7,12,33,45,23,9,5,10,25,107,Away
2007,20700669,W,0.523,0.542372881,0.481,0.929,9,27,36,23,2,5,6,19,116,Away
2007,20700686,W,0.548,0.545454545,0.556,0.833,8,35,43,32,9,6,13,19,127,Home
2007,20700725,L,0.432,0.507462687,0.25,0.905,12,29,41,19,14,3,13,31,108,Home
2007,20700743,W,0.418,0.516666667,0.226,0.667,18,31,49,21,10,5,17,23,105,Home
2007,20700757,W,0.524,0.6,0.37,0.75,11,32,43,24,9,2,15,22,120,Home
2007,20700775,W,0.542,0.586666667,0.381,0.615,11,23,34,26,10,2,11,21,120,Home
2007,20700786,L,0.494,0.548387097,0.36,0.667,8,25,33,21,8,4,13,22,109,Away
2007,20700799,W,0.472,0.513513514,0.267,0.721,16,33,49,24,8,4,16,28,119,Home
2007,20700814,L,0.479,0.571428571,0.231,0.706,11,29,40,20,9,6,14,22,110,Home
2007,20700844,W,0.441,0.481481481,0.286,0.818,17,25,42,24,14,5,12,16,105,Home
2007,20700867,W,0.511,0.571428571,0.379,0.737,12,33,45,30,8,12,14,17,119,Home
2007,20700884,W,0.467,0.507692308,0.36,0.85,14,30,44,19,8,7,8,23,110,Home
2007,20700889,W,0.545,0.550724638,0.531,0.8,10,29,39,28,10,5,11,28,135,Away
2007,20700898,L,0.488,0.581818182,0.296,0.7,8,35,43,12,5,8,14,28,109,Away
2007,20700916,W,0.541,0.588235294,0.433,0.75,14,37,51,26,12,3,9,21,134,Away
2007,20700927,W,0.404,0.457142857,0.25,0.846,8,36,44,16,14,3,10,25,104,Away
2007,20700962,W,0.557,0.676923077,0.217,0.778,11,29,40,32,7,4,12,22,117,Home
2007,20700965,L,0.41,0.4125,0.4,0.792,20,26,46,17,10,2,7,23,115,Away
2007,20700983,W,0.494,0.525423729,0.417,0.692,14,33,47,25,9,4,20,19,110,Home
2007,20701004,L,0.409,0.5,0.185,0.632,16,27,43,15,9,3,9,28,105,Away
2007,20701015,W,0.516,0.535211268,0.45,0.722,14,28,42,20,7,2,13,29,116,Away
2007,20701028,L,0.462,0.507246377,0.333,0.667,20,28,48,17,10,8,12,17,106,Home
2007,20701043,W,0.427,0.4375,0.4,0.853,11,32,43,19,13,7,12,26,115,Away
2007,20701051,L,0.437,0.459459459,0.379,0.75,16,39,55,22,11,3,15,24,119,Home
2007,20701072,W,0.464,0.466666667,0.458,0.846,15,31,46,20,9,7,9,17,111,Home
2007,20701087,L,0.404,0.432432432,0.333,0.857,15,36,51,24,7,5,13,19,112,Away
2007,20701096,W,0.471,0.53125,0.286,0.778,15,31,46,18,4,4,8,23,114,Home
2007,20701110,L,0.375,0.367647059,0.4,0.818,11,26,37,8,9,5,13,11,92,Away
2007,20701120,L,0.384,0.414285714,0.25,0.842,12,26,38,10,7,6,15,14,86,Away
2007,20701130,W,0.538,0.577464789,0.4,0.846,10,45,55,25,9,5,18,21,117,Away
2007,20701149,L,0.453,0.606060606,0.103,0.778,14,29,43,20,8,3,17,18,96,Away
2007,20701163,W,0.523,0.564516129,0.417,0.769,17,31,48,28,12,8,16,25,140,Home
2007,20701173,L,0.42,0.493150685,0.222,0.625,19,33,52,25,10,4,18,22,105,Home
2007,20701196,W,0.473,0.515151515,0.36,0.794,10,34,44,24,9,4,9,25,122,Home
2007,20701209,L,0.442,0.444444444,0.435,0.7,14,29,43,21,10,3,9,31,116,Away
2007,20701230,L,0.427,0.492307692,0.333,0.75,21,29,50,24,6,6,12,16,121,Home
2008,20800014,L,0.439,0.457627119,0.391,0.688,11,28,39,18,10,5,14,26,103,Home
2008,20800020,L,0.447,0.476923077,0.379,0.684,17,29,46,20,6,6,19,25,108,Away
2008,20800031,W,0.421,0.438596491,0.368,0.654,14,27,41,18,8,5,17,21,105,Away
2008,20800045,L,0.344,0.394736842,0.15,0.714,17,31,48,15,7,4,12,22,79,Away
2008,20800062,W,0.467,0.540540541,0.125,0.694,17,29,46,21,8,11,10,22,111,Home
2008,20800077,L,0.429,0.472222222,0.167,0.698,13,28,41,18,7,10,13,24,104,Home
2008,20800091,L,0.411,0.444444444,0.214,0.654,15,30,45,19,12,8,16,27,98,Away
2008,20800105,W,0.475,0.491803279,0.421,0.784,11,38,49,16,5,8,20,17,113,Home
2008,20800119,L,0.411,0.444444444,0.111,0.73,18,33,51,20,6,4,15,23,102,Home
2008,20800132,W,0.511,0.546666667,0.368,0.75,14,34,48,29,5,1,12,20,121,Away
2008,20800157,W,0.45,0.461538462,0.4,0.943,12,28,40,20,9,7,16,24,111,Home
2008,20800182,L,0.494,0.534246575,0.286,0.741,12,27,39,22,10,8,16,14,110,Home
2008,20800194,L,0.436,0.466666667,0.333,0.538,11,27,38,20,10,13,18,15,81,Away
2008,20800205,L,0.459,0.507692308,0.3,0.696,13,27,40,26,7,10,20,14,100,Away
2008,20800213,L,0.494,0.533333333,0.368,0.788,7,27,34,21,6,8,11,24,111,Away
2008,20800227,L,0.398,0.432835821,0.25,0.818,11,31,42,13,10,9,14,19,97,Away
2008,20800239,L,0.455,0.481481481,0.35,0.813,17,31,48,21,13,5,14,22,125,Away
2008,20800254,L,0.464,0.5,0.286,0.904,11,25,36,24,9,8,9,22,129,Home
2008,20800284,L,0.542,0.59375,0.368,0.652,8,25,33,17,6,3,15,27,112,Away
2008,20800294,L,0.373,0.383561644,0.3,0.793,11,32,43,11,5,2,12,19,88,Away
2008,20800303,W,0.506,0.544117647,0.308,0.788,11,36,47,17,13,7,23,19,112,Away
2008,20800321,W,0.489,0.544117647,0.3,0.818,10,36,46,27,6,9,10,18,119,Home
2008,20800335,L,0.402,0.458823529,0.182,0.72,23,27,50,23,9,10,10,27,108,Home
2008,20800343,L,0.412,0.417721519,0.389,0.75,9,31,40,22,12,5,14,15,105,Away
2008,20800359,L,0.418,0.452054795,0.278,0.739,16,32,48,19,7,3,16,12,98,Home
2008,20800367,L,0.45,0.458333333,0.429,0.783,13,36,49,20,6,11,16,19,120,Away
2008,20800379,L,0.451,0.52238806,0.25,0.688,15,27,42,24,11,4,15,21,99,Away
2008,20800389,W,0.455,0.423728814,0.556,0.833,11,32,43,18,5,5,15,23,110,Away
2008,20800403,L,0.319,0.311688312,0.357,0.643,18,34,52,16,10,5,16,19,81,Away
2008,20800414,L,0.371,0.378378378,0.333,0.895,16,25,41,14,12,3,17,22,88,Away
2008,20800435,W,0.458,0.511111111,0.37,0.852,11,24,35,20,8,7,21,22,99,Home
2008,20800449,L,0.494,0.492063492,0.5,0.727,9,24,33,23,11,8,17,21,113,Away
2008,20800457,W,0.5,0.5,0.5,0.879,6,31,37,26,8,9,12,23,117,Home
2008,20800471,L,0.461,0.472727273,0.429,0.808,9,26,35,20,9,4,20,24,100,Away
2008,20800481,L,0.475,0.516666667,0.35,0.735,10,29,39,21,8,7,16,26,108,Away
2008,20800505,L,0.5,0.516666667,0.45,0.758,9,29,38,20,7,2,15,28,114,Away
2008,20800525,L,0.484,0.519480519,0.313,0.647,10,33,43,25,9,6,17,23,106,Home
2008,20800545,L,0.507,0.542372881,0.375,0.818,9,23,32,24,5,2,17,24,100,Away
2008,20800550,W,0.481,0.5,0.435,0.821,10,36,46,21,7,7,15,21,120,Home
2008,20800575,L,0.443,0.45,0.4,0.61,21,39,60,24,7,13,11,29,133,Home
2008,20800588,W,0.506,0.492307692,0.563,0.824,10,37,47,20,7,6,13,21,119,Home
2008,20800608,W,0.53,0.5,0.619,0.818,14,27,41,28,3,5,13,22,119,Home
2008,20800626,L,0.52,0.53968254,0.417,0.95,7,25,32,25,6,6,14,26,121,Home
2008,20800638,L,0.438,0.446153846,0.4,0.806,9,34,43,16,3,11,14,26,105,Home
2008,20800654,W,0.488,0.492537313,0.471,0.739,11,38,49,27,9,7,17,22,107,Home
2008,20800676,L,0.386,0.363636364,0.545,0.905,8,30,38,18,8,5,14,21,93,Away
2008,20800690,W,0.41,0.454545455,0.235,0.864,10,37,47,15,8,5,15,27,91,Away
2008,20800697,L,0.42,0.424242424,0.4,0.826,8,27,35,17,6,6,11,27,93,Away
2008,20800713,L,0.468,0.481481481,0.385,0.667,10,33,43,23,9,8,17,28,105,Home
2008,20800730,W,0.522,0.548387097,0.464,0.773,6,34,40,29,6,8,12,21,124,Home
2008,20800742,L,0.453,0.486111111,0.286,0.793,11,32,43,17,6,6,21,28,105,Away
2008,20800759,W,0.519,0.53030303,0.462,0.824,8,29,37,24,10,4,8,24,116,Home
2008,20800771,W,0.553,0.555555556,0.545,0.875,13,29,42,29,11,8,8,22,144,Home
2008,20800787,W,0.408,0.402985075,0.444,0.907,13,27,40,13,10,5,14,18,105,Home
2008,20800807,L,0.516,0.540540541,0.421,0.895,15,23,38,27,8,7,15,28,121,Home
2008,20800826,W,0.563,0.590163934,0.474,0.919,3,24,27,21,14,3,17,21,133,Home
2008,20800841,L,0.443,0.492537313,0.286,0.808,10,29,39,23,11,8,18,19,105,Away
2008,20800875,L,0.494,0.524590164,0.4,0.808,9,20,29,20,11,2,17,24,109,Home
2008,20800891,L,0.513,0.543859649,0.421,0.75,9,31,40,22,8,11,25,26,104,Home
2008,20800901,W,0.457,0.442622951,0.5,0.739,8,42,50,21,8,6,11,20,118,Away
2008,20800910,L,0.4,0.449275362,0.238,0.846,10,31,41,13,6,6,16,21,88,Away
2008,20800921,L,0.384,0.38961039,0.333,0.846,10,30,40,16,4,6,13,19,91,Away
2008,20800933,L,0.519,0.55,0.421,0.789,9,33,42,25,6,7,20,24,120,Away
2008,20800965,W,0.45,0.5,0.278,0.813,16,38,54,22,6,5,16,22,116,Home
2008,20800978,W,0.459,0.487804878,0.313,0.774,19,40,59,23,6,8,11,16,119,Home
2008,20800994,L,0.484,0.560606061,0.28,0.875,13,22,35,26,7,6,14,21,130,Home
2008,20801007,W,0.536,0.542857143,0.5,0.811,9,36,45,27,5,10,13,26,127,Home
2008,20801022,L,0.457,0.481012658,0.333,0.789,12,30,42,24,15,3,16,21,106,Away
2008,20801033,W,0.565,0.590909091,0.474,0.824,6,31,37,35,6,6,14,31,119,Home
2008,20801046,L,0.395,0.451612903,0.211,0.778,10,37,47,18,8,6,17,20,89,Away
2008,20801057,L,0.457,0.456790123,0.455,0.773,14,26,40,18,4,5,9,22,106,Away
2008,20801068,L,0.475,0.46969697,0.5,0.793,7,19,26,21,11,2,14,24,106,Away
2008,20801088,L,0.42,0.411764706,0.438,0.9,19,31,50,21,8,6,17,21,116,Away
2008,20801103,L,0.435,0.46969697,0.346,1.0,10,29,39,17,7,8,14,29,109,Home
2008,20801120,W,0.535,0.579545455,0.231,0.762,11,41,52,25,9,5,13,30,143,Home
2008,20801133,W,0.468,0.509803922,0.385,0.853,9,33,42,19,3,5,12,20,111,Home
2008,20801151,W,0.374,0.352112676,0.45,0.875,15,34,49,15,9,7,13,23,105,Away
2008,20801172,L,0.442,0.453125,0.409,0.8,9,32,41,22,3,5,11,21,97,Home
2008,20801187,L,0.439,0.434782609,0.462,0.861,12,15,27,23,9,7,8,25,109,Home
2008,20801194,W,0.548,0.58490566,0.45,0.784,6,34,40,22,4,9,14,26,118,Away
2008,20801213,L,0.341,0.361111111,0.2,0.737,9,34,43,11,6,8,10,21,72,Home
2008,20801229,L,0.462,0.5,0.294,0.786,20,31,51,20,5,8,16,25,113,Away
2009,20900015,L,0.494,0.512820513,0.364,0.652,13,28,41,25,7,8,16,22,107,Home
2009,20900030,L,0.424,0.416666667,0.462,0.821,9,29,38,16,7,3,22,30,101,Away
2009,20900069,W,0.54,0.533333333,0.583,0.706,7,28,35,29,10,4,14,28,113,Home
2009,20900082,L,0.345,0.35483871,0.318,0.758,15,26,41,18,7,2,19,27,90,Home
2009,20900096,L,0.506,0.553846154,0.333,0.607,7,27,34,20,4,6,15,28,107,Away
2009,20900101,W,0.571,0.588235294,0.522,0.789,11,27,38,36,22,9,12,19,146,Home
2009,20900109,L,0.402,0.428571429,0.267,0.667,9,33,42,18,10,7,14,23,94,Away
2009,20900126,W,0.583,0.651515152,0.333,0.739,6,31,37,17,12,4,15,21,121,Away
2009,20900141,L,0.561,0.612903226,0.4,0.893,2,29,31,23,9,3,11,24,125,Away
2009,20900150,L,0.466,0.5,0.375,0.773,12,25,37,24,7,2,17,17,108,Away
2009,20900163,L,0.463,0.492063492,0.353,0.789,8,27,35,22,10,1,21,21,95,Away
2009,20900181,W,0.476,0.464788732,0.538,0.778,11,26,37,21,15,6,17,28,108,Home
2009,20900204,W,0.477,0.47761194,0.476,0.81,10,36,46,20,15,2,21,22,111,Away
2009,20900216,L,0.465,0.493333333,0.273,0.808,6,28,34,15,6,8,16,23,104,Away
2009,20900238,L,0.391,0.426666667,0.235,0.875,10,36,46,22,4,3,14,21,97,Home
2009,20900252,W,0.563,0.606557377,0.421,0.824,4,32,36,25,15,1,22,26,126,Home
2009,20900256,L,0.436,0.514705882,0.231,0.792,10,23,33,15,7,6,14,24,107,Away
2009,20900271,L,0.451,0.441176471,0.478,0.8,10,27,37,29,10,5,17,25,109,Home
2009,20900289,L,0.472,0.513513514,0.267,0.833,10,22,32,24,9,2,15,28,118,Home
2009,20900298,L,0.434,0.46031746,0.308,0.818,3,34,37,12,8,4,20,24,88,Away
2009,20900311,W,0.494,0.52,0.333,0.714,16,30,46,23,17,6,19,25,105,Away
2009,20900324,L,0.381,0.420289855,0.286,0.75,9,35,44,18,7,7,13,18,91,Away
2009,20900332,L,0.472,0.547169811,0.263,0.88,5,20,25,19,10,2,18,25,95,Away
2009,20900345,L,0.441,0.42,0.5,0.8,6,20,26,18,10,6,20,23,101,Away
2009,20900369,L,0.425,0.467532468,0.1,0.727,6,28,34,20,10,3,10,22,91,Home
2009,20900383,L,0.47,0.5,0.353,0.806,10,29,39,22,11,2,19,21,109,Home
2009,20900409,L,0.5,0.553846154,0.294,0.724,6,32,38,20,4,7,16,28,108,Away
2009,20900419,L,0.476,0.53030303,0.278,0.773,7,31,38,17,12,9,13,22,102,Away
2009,20900438,W,0.571,0.602739726,0.364,0.865,11,29,40,26,12,2,20,21,132,Home
2009,20900451,W,0.46,0.486486486,0.308,0.655,14,29,43,21,12,2,18,20,103,Home
2009,20900458,L,0.554,0.588235294,0.4,0.714,6,32,38,31,9,10,16,26,118,Away
2009,20900487,L,0.43,0.462686567,0.25,0.75,11,25,36,14,6,1,18,25,89,Away
2009,20900503,L,0.553,0.573529412,0.471,0.87,10,24,34,22,10,6,16,28,122,Away
2009,20900511,W,0.46,0.5,0.231,0.828,11,32,43,21,12,10,10,29,107,Away
2009,20900529,W,0.481,0.514705882,0.273,0.879,4,35,39,21,11,4,12,20,108,Home
2009,20900552,L,0.424,0.371428571,0.667,0.842,9,29,38,19,13,3,13,20,114,Home
2009,20900568,L,0.429,0.41509434,0.458,0.781,12,17,29,20,7,3,11,20,102,Home
2009,20900581,L,0.471,0.52238806,0.278,0.704,7,35,42,20,9,5,14,28,104,Home
2009,20900602,W,0.442,0.452054795,0.409,0.656,14,43,57,21,9,11,13,22,114,Home
2009,20900619,L,0.432,0.484848485,0.31,0.844,14,30,44,27,5,4,13,27,118,Home
2009,20900634,W,0.519,0.576271186,0.333,0.806,6,38,44,24,10,0,13,24,111,Home
2009,20900644,L,0.436,0.464788732,0.348,0.867,13,31,44,15,4,4,15,24,103,Away
2009,20900662,L,0.319,0.366197183,0.174,0.762,16,33,49,14,9,5,12,23,96,Away
2009,20900673,L,0.506,0.550724638,0.35,0.722,8,23,31,31,14,4,20,25,110,Home
2009,20900688,L,0.529,0.636363636,0.158,0.586,8,24,32,27,8,3,9,24,110,Home
2009,20900703,L,0.468,0.46969697,0.462,0.828,9,22,31,25,9,4,18,25,104,Away
2009,20900717,L,0.418,0.472972973,0.25,0.6,10,25,35,23,6,7,6,23,97,Away
2009,20900724,L,0.494,0.524590164,0.375,0.704,15,25,40,13,8,5,21,22,101,Away
2009,20900751,L,0.42,0.446153846,0.348,0.619,12,36,48,23,7,3,23,22,95,Home
2009,20900756,L,0.494,0.523076923,0.4,0.862,11,29,40,28,7,3,15,25,117,Home
2009,20900778,W,0.62,0.631578947,0.591,0.75,6,36,42,36,7,2,13,21,132,Home
2009,20900790,L,0.417,0.438596491,0.37,0.737,3,33,36,24,8,3,17,25,94,Away
2009,20900800,W,0.515,0.520547945,0.5,0.857,9,39,48,30,10,2,10,18,130,Home
2009,20900814,L,0.372,0.368421053,0.381,0.92,10,38,48,21,13,3,22,21,89,Home
2009,20900829,W,0.536,0.583333333,0.25,0.714,9,31,40,21,9,6,13,22,108,Home
2009,20900844,L,0.379,0.370967742,0.394,0.81,14,34,48,21,9,2,14,20,102,Home
2009,20900858,L,0.417,0.416666667,0.417,0.88,16,30,46,22,6,6,12,19,112,Home
2009,20900877,W,0.412,0.462962963,0.323,0.6,10,36,46,25,11,4,17,18,95,Home
2009,20900896,L,0.512,0.636363636,0.29,0.529,5,30,35,22,10,2,12,27,106,Away
2009,20900900,L,0.427,0.423728814,0.435,0.667,6,23,29,21,9,6,16,19,90,Away
2009,20900919,L,0.5,0.533333333,0.423,0.806,14,25,39,29,2,2,11,26,122,Away
2009,20900925,L,0.382,0.363636364,0.435,0.632,12,24,36,18,6,5,9,21,90,Away
2009,20900944,L,0.588,0.616666667,0.52,0.857,4,19,23,26,9,3,13,23,131,Away
2009,20900963,L,0.475,0.518518519,0.385,0.905,11,25,36,19,9,2,15,31,105,Home
2009,20900982,W,0.474,0.426470588,0.593,0.818,18,24,42,22,11,1,11,16,124,Home
2009,20900995,L,0.48,0.5,0.433,0.923,7,18,25,29,14,1,5,26,121,Home
2009,20901014,W,0.54,0.566666667,0.481,0.923,6,26,32,32,14,3,14,25,131,Home
2009,20901024,L,0.484,0.542372881,0.375,0.762,3,26,29,25,5,5,9,25,116,Away
2009,20901032,L,0.484,0.541666667,0.286,0.846,7,30,37,20,11,2,15,19,107,Away
2009,20901052,L,0.5,0.569230769,0.333,0.811,8,27,35,24,11,5,12,29,131,Home
2009,20901067,W,0.545,0.59375,0.417,0.815,13,32,45,30,10,4,20,22,128,Home
2009,20901086,L,0.333,0.356164384,0.276,0.933,16,43,59,18,9,3,15,10,90,Home
2009,20901096,W,0.534,0.557142857,0.444,0.826,8,30,38,25,7,6,13,25,121,Away
2009,20901119,L,0.36,0.444444444,0.154,0.857,8,27,35,13,7,2,13,25,104,Away
2009,20901130,W,0.574,0.643835616,0.333,0.684,8,32,40,26,12,5,11,16,128,Home
