ID,innings,overs,ballnumber,batter,bowler,non-striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam
1304113,2,13,4,V Kohli,Yash Dayal,F du Plessis,,4,0,4,0,0,,,,Royal Challengers Bangalore
1304113,2,13,5,V Kohli,Yash Dayal,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
1304113,2,14,2,V Kohli,Rashid Khan,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
1304113,2,14,6,V Kohli,Rashid Khan,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
1304113,2,15,1,V Kohli,HH Pandya,GJ Maxwell,,1,0,1,0,0,,,,Royal Challengers Bangalore
1304113,2,16,2,V Kohli,Rashid Khan,GJ Maxwell,,6,0,6,0,0,,,,Royal Challengers Bangalore
1304113,2,16,3,V Kohli,Rashid Khan,GJ Maxwell,,0,0,0,0,0,,,,Royal Challengers Bangalore
1304113,2,16,4,V Kohli,Rashid Khan,GJ Maxwell,,0,0,0,0,1,V Kohli,stumped,MS Wade,Royal Challengers Bangalore
1312198,1,0,1,V Kohli,Mohsin Khan,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,0,2,V Kohli,Mohsin Khan,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,0,3,V Kohli,Mohsin Khan,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,0,4,V Kohli,Mohsin Khan,F du Plessis,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
1312198,1,0,5,V Kohli,Mohsin Khan,F du Plessis,,3,0,3,0,0,,,,Royal Challengers Bangalore
1312198,1,1,1,V Kohli,PVD Chameera,RM Patidar,,4,0,4,0,0,,,,Royal Challengers Bangalore
1312198,1,1,2,V Kohli,PVD Chameera,RM Patidar,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,1,3,V Kohli,PVD Chameera,RM Patidar,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,1,4,V Kohli,PVD Chameera,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,2,1,V Kohli,Mohsin Khan,RM Patidar,,4,0,4,0,0,,,,Royal Challengers Bangalore
1312198,1,2,2,V Kohli,Mohsin Khan,RM Patidar,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,2,3,V Kohli,Mohsin Khan,RM Patidar,,2,0,2,0,0,,,,Royal Challengers Bangalore
1312198,1,2,4,V Kohli,Mohsin Khan,RM Patidar,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,2,5,V Kohli,Mohsin Khan,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,3,1,V Kohli,KH Pandya,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,3,4,V Kohli,KH Pandya,RM Patidar,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,3,5,V Kohli,KH Pandya,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,5,1,V Kohli,KH Pandya,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,6,5,V Kohli,PVD Chameera,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,7,1,V Kohli,Ravi Bishnoi,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,7,3,V Kohli,Ravi Bishnoi,RM Patidar,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
1312198,1,7,4,V Kohli,Ravi Bishnoi,RM Patidar,,2,0,2,0,0,,,,Royal Challengers Bangalore
1312198,1,7,5,V Kohli,Ravi Bishnoi,RM Patidar,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312198,1,7,7,V Kohli,Ravi Bishnoi,RM Patidar,,2,0,2,0,0,,,,Royal Challengers Bangalore
1312198,1,8,2,V Kohli,Avesh Khan,RM Patidar,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312198,1,8,3,V Kohli,Avesh Khan,RM Patidar,,0,0,0,0,1,V Kohli,caught,Mohsin Khan,Royal Challengers Bangalore
1312199,1,0,1,V Kohli,TA Boult,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312199,1,0,2,V Kohli,TA Boult,F du Plessis,,1,0,1,0,0,,,,Royal Challengers Bangalore
1312199,1,0,4,V Kohli,TA Boult,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312199,1,0,5,V Kohli,TA Boult,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312199,1,0,6,V Kohli,TA Boult,F du Plessis,,6,0,6,0,0,,,,Royal Challengers Bangalore
1312199,1,1,3,V Kohli,M Prasidh Krishna,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312199,1,1,4,V Kohli,M Prasidh Krishna,F du Plessis,,0,0,0,0,0,,,,Royal Challengers Bangalore
1312199,1,1,5,V Kohli,M Prasidh Krishna,F du Plessis,,0,0,0,0,1,V Kohli,caught,SV Samson,Royal Challengers Bangalore
